COMUNIDAD AUTÓNOMA,PROVINCIA,MUNICIPIO,PARTIDO POLITICO MUNICIPAL,FECHA POSESIÓN,FECHA BAJA
Galicia,Lugo,"Valadouro, O",PSOE,15/06/2019,
Galicia,"Coruña, A",Valdoviño,OTROS,16/06/2007,11/06/2011
Galicia,"Coruña, A",Valdoviño,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Valdoviño,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Valdoviño,PSOE,15/06/2019,
Galicia,Pontevedra,Valga,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Valga,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Valga,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Valga,PP,15/06/2019,
Galicia,"Coruña, A",Vedra,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Vedra,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Vedra,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Vedra,PP,15/06/2019,
Galicia,Ourense,"Veiga, A",PSOE,16/06/2007,27/11/2009
Galicia,Ourense,"Veiga, A",PP,27/11/2009,11/06/2011
Galicia,Ourense,"Veiga, A",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Veiga, A",PP,13/06/2015,15/06/2019
Galicia,Ourense,"Veiga, A",PP,15/06/2019,
Galicia,Ourense,Verea,PP,16/06/2007,11/06/2011
Galicia,Ourense,Verea,PP,11/06/2011,13/06/2015
Galicia,Ourense,Verea,PP,13/06/2015,15/06/2019
Galicia,Ourense,Verea,BNG,15/06/2019,
Galicia,Ourense,Verín,PP,16/06/2007,11/06/2011
Galicia,Ourense,Verín,PP,11/06/2011,13/06/2015
Galicia,Ourense,Verín,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Verín,PSOE,15/06/2019,
Galicia,Ourense,Viana do Bolo,PP,16/06/2007,11/06/2011
Galicia,Ourense,Viana do Bolo,PP,11/06/2011,13/06/2015
Galicia,Ourense,Viana do Bolo,BNG,13/06/2015,15/06/2019
Galicia,Ourense,Viana do Bolo,BNG,15/06/2019,01/09/2020
Galicia,Ourense,Viana do Bolo,N.ADS.,01/09/2020,30/12/2021
Galicia,Ourense,Viana do Bolo,PP,12/01/2022,
Galicia,Lugo,"Vicedo, O",PP,16/06/2007,11/06/2011
Galicia,Lugo,"Vicedo, O",PP,11/06/2011,13/06/2015
Galicia,Lugo,"Vicedo, O",PP,13/06/2015,15/06/2019
Galicia,Lugo,"Vicedo, O",PP,15/06/2019,
Galicia,Pontevedra,Vigo,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Vigo,PSOE,11/06/2011,13/06/2015
Galicia,Pontevedra,Vigo,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Vigo,PSOE,15/06/2019,
Galicia,Pontevedra,Vila de Cruces,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Vila de Cruces,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Vila de Cruces,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Vila de Cruces,OTROS,15/06/2019,
Galicia,Pontevedra,Vilaboa,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Vilaboa,PSOE,11/06/2011,13/06/2015
Galicia,Pontevedra,Vilaboa,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Vilaboa,PSOE,15/06/2019,07/08/2020
Galicia,Pontevedra,Vilaboa,PSOE,20/08/2020,
Galicia,Pontevedra,Vilagarcía de Arousa,PSOE,16/06/2007,10/07/2007
Galicia,Pontevedra,Vilagarcía de Arousa,PSOE,12/07/2007,11/06/2011
Galicia,Pontevedra,Vilagarcía de Arousa,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Vilagarcía de Arousa,PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,Vilagarcía de Arousa,PSOE,15/06/2019,
Galicia,Lugo,Vilalba,PP,16/06/2007,11/06/2011
Galicia,Lugo,Vilalba,PP,11/06/2011,13/06/2015
Galicia,Lugo,Vilalba,PP,13/06/2015,27/10/2016
Galicia,Lugo,Vilalba,PP,02/11/2016,15/06/2019
Galicia,Lugo,Vilalba,PSOE,15/06/2019,
Galicia,Ourense,Vilamartín de Valdeorras,PP,16/06/2007,26/11/2008
Galicia,Ourense,Vilamartín de Valdeorras,PP,04/12/2008,11/06/2011
Galicia,Ourense,Vilamartín de Valdeorras,PSOE,11/06/2011,21/01/2013
Galicia,Ourense,Vilamartín de Valdeorras,PP,21/01/2013,13/06/2015
Galicia,Ourense,Vilamartín de Valdeorras,PSOE,13/06/2015,15/06/2019
Galicia,Ourense,Vilamartín de Valdeorras,PSOE,15/06/2019,
Galicia,Ourense,Vilamarín,PP,16/06/2007,11/06/2011
Galicia,Ourense,Vilamarín,PP,11/06/2011,13/06/2015
Galicia,Ourense,Vilamarín,PP,13/06/2015,15/06/2019
Galicia,Ourense,Vilamarín,PP,15/06/2019,
Galicia,Pontevedra,Vilanova de Arousa,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Vilanova de Arousa,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Vilanova de Arousa,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Vilanova de Arousa,PP,15/06/2019,
Galicia,Ourense,Vilar de Barrio,PP,16/06/2007,11/06/2011
Galicia,Ourense,Vilar de Barrio,PP,11/06/2011,13/06/2015
Galicia,Ourense,Vilar de Barrio,PP,13/06/2015,15/06/2019
Galicia,Ourense,Vilar de Barrio,BNG,15/06/2019,
Galicia,Ourense,Vilar de Santos,BNG,16/06/2007,11/06/2011
Galicia,Ourense,Vilar de Santos,BNG,11/06/2011,03/10/2012
Galicia,Ourense,Vilar de Santos,N.ADS.,03/10/2012,13/06/2015
Galicia,Ourense,Vilar de Santos,OTROS,13/06/2015,15/06/2019
Galicia,Ourense,Vilar de Santos,C. ELECTORAL,15/06/2019,05/03/2022
Galicia,Ourense,Vilar de Santos,C. ELECTORAL,05/03/2022,
Galicia,Ourense,Vilardevós,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Vilardevós,PP,11/06/2011,13/06/2015
Galicia,Ourense,Vilardevós,PP,13/06/2015,15/06/2019
Galicia,Ourense,Vilardevós,PP,15/06/2019,
Galicia,Ourense,Vilariño de Conso,PSOE,16/06/2007,11/06/2009
Galicia,Ourense,Vilariño de Conso,PP,20/06/2009,11/06/2011
Galicia,Ourense,Vilariño de Conso,PP,11/06/2011,13/06/2015
Galicia,Ourense,Vilariño de Conso,PP,13/06/2015,20/07/2017
Galicia,Ourense,Vilariño de Conso,PP,04/08/2017,15/06/2019
Galicia,Ourense,Vilariño de Conso,PP,15/06/2019,
Galicia,"Coruña, A",Vilarmaior,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Vilarmaior,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Vilarmaior,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Vilarmaior,PP,15/06/2019,
Galicia,"Coruña, A",Vilasantar,BNG,16/06/2007,11/06/2011
Galicia,"Coruña, A",Vilasantar,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Vilasantar,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Vilasantar,PP,15/06/2019,
Galicia,"Coruña, A",Vimianzo,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Vimianzo,BNG,11/06/2011,13/06/2015
Galicia,"Coruña, A",Vimianzo,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Vimianzo,PSOE,15/06/2019,
Galicia,Lugo,Viveiro,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Viveiro,PSOE,11/06/2011,10/12/2013
Galicia,Lugo,Viveiro,PSOE,20/12/2013,13/06/2015
Galicia,Lugo,Viveiro,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Viveiro,PSOE,15/06/2019,
Galicia,Lugo                                              ,XERMADE,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,XERMADE,PP,14/06/2003,
Galicia,Ourense                                           ,XINZO DE LIMIA,PSOE,03/07/1999,14/06/2003
Galicia,Ourense                                           ,XINZO DE LIMIA,PP,14/06/2003,
Galicia,Lugo                                              ,XOVE,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,XOVE,PP,14/06/2003,13/07/2006
Galicia,Lugo                                              ,XOVE,OTROS,13/07/2006,
Galicia,Ourense                                           ,XUNQUEIRA DE AMBIA,PP,03/07/1999,
Galicia,Ourense                                           ,XUNQUEIRA DE AMBÍA,PP,14/06/2003,
Galicia,Ourense                                           ,XUNQUEIRA DE ESPADANEDO,PP,14/06/2003,
Galicia,Ourense                                           ,XUNQUEIRA DE ESPADAÑEDO,PP,03/07/1999,
Galicia,Lugo,Xermade,PP,16/06/2007,11/06/2011
Galicia,Lugo,Xermade,PP,11/06/2011,13/06/2015
Galicia,Lugo,Xermade,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Xermade,PSOE,15/06/2019,
Galicia,Ourense,Xinzo de Limia,PP,16/06/2007,09/10/2010
Galicia,Ourense,Xinzo de Limia,PP,11/10/2010,11/06/2011
Galicia,Ourense,Xinzo de Limia,PP,11/06/2011,13/06/2015
Galicia,Ourense,Xinzo de Limia,PP,13/06/2015,22/03/2018
Galicia,Ourense,Xinzo de Limia,PP,06/04/2018,08/08/2018
Galicia,Ourense,Xinzo de Limia,PP,22/08/2018,15/06/2019
Galicia,Ourense,Xinzo de Limia,PSOE,15/06/2019,
Galicia,Lugo,Xove,PP,16/06/2007,11/06/2011
Galicia,Lugo,Xove,PP,11/06/2011,13/06/2015
Galicia,Lugo,Xove,PP,13/06/2015,15/06/2019
Galicia,Lugo,Xove,PP,15/06/2019,
Galicia,Ourense,Xunqueira de Ambía,PP,16/06/2007,14/06/2011
Galicia,Ourense,Xunqueira de Ambía,PP,14/06/2011,13/06/2015
Galicia,Ourense,Xunqueira de Ambía,PP,13/06/2015,15/06/2019
Galicia,Ourense,Xunqueira de Ambía,PP,15/06/2019,
Galicia,Ourense,Xunqueira de Espadanedo,PP,16/06/2007,11/06/2011
Galicia,Ourense,Xunqueira de Espadanedo,PP,11/06/2011,24/10/2011
Galicia,Ourense,Xunqueira de Espadanedo,PP,24/10/2011,13/06/2015
Galicia,Ourense,Xunqueira de Espadanedo,PP,13/06/2015,15/06/2019
Galicia,Ourense,Xunqueira de Espadanedo,PP,15/06/2019,
Galicia,"Coruña, A                                         ",ZAS,IND,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",ZAS,PP,14/06/2003,
Galicia,"Coruña, A",Zas,BNG,16/06/2007,11/06/2011
Galicia,"Coruña, A",Zas,BNG,11/06/2011,13/06/2015
Galicia,"Coruña, A",Zas,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Zas,BNG,15/06/2019,
