COMUNIDAD AUTÓNOMA,PROVINCIA,MUNICIPIO,PARTIDO POLITICO MUNICIPAL,FECHA POSESIÓN,FECHA BAJA
Galicia,Pontevedra,"Guarda, A",PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,"Guarda, A",PSOE,15/06/2019,
Galicia,Ourense,"Gudiña, A",PP,16/06/2007,11/06/2011
Galicia,Ourense,"Gudiña, A",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Gudiña, A",PP,13/06/2015,21/01/2016
Galicia,Ourense,"Gudiña, A",PP,27/02/2016,15/06/2019
Galicia,Ourense,"Gudiña, A",PP,15/06/2019,
Galicia,Lugo,Guitiriz,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Guitiriz,PP,11/06/2011,13/06/2015
Galicia,Lugo,Guitiriz,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Guitiriz,PSOE,15/06/2019,
Galicia,Lugo,Guntín,PP,16/06/2007,11/06/2011
Galicia,Lugo,Guntín,PP,11/06/2011,13/06/2015
Galicia,Lugo,Guntín,PP,13/06/2015,15/06/2019
Galicia,Lugo,Guntín,PP,15/06/2019,
Galicia,Pontevedra                                        ,ILLA DE AROUSA (A),PSOE,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,ILLA DE AROUSA (A),PSOE,14/06/2003,
Galicia,Lugo                                              ,INCIO (O),PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,INCIO (O),PP,14/06/2003,
Galicia,Ourense                                           ,IRIXO (O),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,IRIXO (O),PP,14/06/2003,
Galicia,"Coruña, A                                         ",IRIXOA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",IRIXOA,PP,14/06/2003,18/11/2005
Galicia,"Coruña, A                                         ",IRIXOA,PP,07/12/2005,
Galicia,Pontevedra,"Illa de Arousa, A",PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,"Illa de Arousa, A",PSOE,11/06/2011,13/06/2015
Galicia,Pontevedra,"Illa de Arousa, A",PSOE,13/06/2015,15/06/2019
Galicia,Pontevedra,"Illa de Arousa, A",PSOE,15/06/2019,
Galicia,Lugo,"Incio, O",PP,16/06/2007,11/06/2011
Galicia,Lugo,"Incio, O",PSOE,11/06/2011,13/06/2015
Galicia,Lugo,"Incio, O",PSOE,13/06/2015,15/06/2019
Galicia,Lugo,"Incio, O",PP,15/06/2019,
Galicia,Ourense,"Irixo, O",PP,16/06/2007,11/06/2011
Galicia,Ourense,"Irixo, O",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Irixo, O",PP,13/06/2015,15/06/2019
Galicia,Ourense,"Irixo, O",PP,15/06/2019,02/08/2019
Galicia,Ourense,"Irixo, O",PP,02/08/2019,
Galicia,"Coruña, A",Irixoa,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Irixoa,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Irixoa,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Irixoa,PP,15/06/2019,
Galicia,Pontevedra                                        ,LALIN,PP,03/07/1999,
Galicia,Pontevedra                                        ,LALÍN,PP,14/06/2003,
Galicia,Pontevedra                                        ,LAMA (A),PSOE,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,LAMA (A),PP,14/06/2003,
Galicia,Lugo                                              ,LANCARA,PP,03/07/1999,
Galicia,"Coruña, A                                         ",LARACHA (A),PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",LARACHA (A),PP,14/06/2003,
Galicia,Ourense                                           ,LAROUCO,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,LAROUCO,PP,14/06/2003,
Galicia,"Coruña, A                                         ",LAXE,PSOE,23/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",LAXE,PSOE,14/06/2003,
Galicia,Ourense                                           ,LAZA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,LAZA,PP,14/06/2003,
Galicia,Ourense                                           ,LEIRO,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,LEIRO,PP,14/06/2003,
Galicia,Ourense                                           ,LOBEIRA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,LOBEIRA,PP,14/06/2003,
Galicia,Ourense                                           ,LOBIOS,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,LOBIOS,PP,14/06/2003,
Galicia,Lugo                                              ,LOURENZA,PP,03/07/1999,
Galicia,Lugo                                              ,LOURENZÁ,PP,14/06/2003,
Galicia,"Coruña, A                                         ",LOUSAME,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",LOUSAME,PP,14/06/2003,
Galicia,Lugo                                              ,LUGO,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,LUGO,PSOE,14/06/2003,
Galicia,Pontevedra,Lalín,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Lalín,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Lalín,OTROS,13/06/2015,15/06/2019
Galicia,Pontevedra,Lalín,PP,15/06/2019,
Galicia,Pontevedra,"Lama, A",PP,16/06/2007,11/06/2011
Galicia,Pontevedra,"Lama, A",PP,11/06/2011,13/06/2015
Galicia,Pontevedra,"Lama, A",PP,13/06/2015,15/06/2019
Galicia,Pontevedra,"Lama, A",PP,15/06/2019,
Galicia,"Coruña, A","Laracha, A",PP,16/06/2007,11/06/2011
Galicia,"Coruña, A","Laracha, A",PP,11/06/2011,13/06/2015
Galicia,"Coruña, A","Laracha, A",PP,13/06/2015,15/06/2019
Galicia,"Coruña, A","Laracha, A",PP,15/06/2019,
Galicia,Ourense,Larouco,PP,16/06/2007,11/06/2011
Galicia,Ourense,Larouco,PP,11/06/2011,13/06/2015
Galicia,Ourense,Larouco,PP,13/06/2015,15/06/2019
Galicia,Ourense,Larouco,PP,15/06/2019,
Galicia,"Coruña, A",Laxe,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Laxe,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Laxe,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Laxe,PP,15/06/2019,
Galicia,Ourense,Laza,PP,16/06/2007,11/06/2011
Galicia,Ourense,Laza,PP,11/06/2011,13/06/2015
Galicia,Ourense,Laza,PP,13/06/2015,15/06/2019
Galicia,Ourense,Laza,PSOE,15/06/2019,21/07/2020
Galicia,Ourense,Laza,PP,24/07/2020,
Galicia,Ourense,Leiro,PP,16/06/2007,11/06/2011
Galicia,Ourense,Leiro,PP,11/06/2011,13/06/2015
Galicia,Ourense,Leiro,PP,13/06/2015,15/06/2019
Galicia,Ourense,Leiro,PP,15/06/2019,
Galicia,Ourense,Lobeira,PP,16/06/2007,11/06/2011
Galicia,Ourense,Lobeira,PP,11/06/2011,13/06/2015
Galicia,Ourense,Lobeira,PP,13/06/2015,15/06/2019
Galicia,Ourense,Lobeira,PP,15/06/2019,
Galicia,Ourense,Lobios,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Lobios,PP,11/06/2011,03/07/2015
Galicia,Ourense,Lobios,PP,03/07/2015,15/06/2019
Galicia,Ourense,Lobios,PP,15/06/2019,
Galicia,Lugo,Lourenzá,PP,16/06/2007,11/06/2011
Galicia,Lugo,Lourenzá,PP,11/06/2011,15/09/2012
Galicia,Lugo,Lourenzá,PP,15/09/2012,13/06/2015
Galicia,Lugo,Lourenzá,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Lourenzá,PSOE,15/06/2019,
Galicia,"Coruña, A",Lousame,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Lousame,PP,11/06/2011,15/09/2012
Galicia,"Coruña, A",Lousame,PP,20/09/2012,13/06/2015
Galicia,"Coruña, A",Lousame,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Lousame,PP,15/06/2019,
Galicia,Lugo,Lugo,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Lugo,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Lugo,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Lugo,PSOE,15/06/2019,
Galicia,Lugo                                              ,LÁNCARA,PP,14/06/2003,
Galicia,Lugo,Láncara,PSOE,16/06/2007,22/10/2009
Galicia,Lugo,Láncara,PP,22/10/2009,11/06/2011
Galicia,Lugo,Láncara,PP,11/06/2011,13/06/2015
Galicia,Lugo,Láncara,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Láncara,PSOE,15/06/2019,
Galicia,Ourense                                           ,MACEDA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,MACEDA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",MALPICA DE BERGANTIÑOS,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MALPICA DE BERGANTIÑOS,PSOE,14/06/2003,
Galicia,Ourense                                           ,MANZANEDA,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,MANZANEDA,PP,14/06/2003,
Galicia,Pontevedra                                        ,MARIN,PSOE,03/07/1999,
Galicia,Pontevedra                                        ,MARÍN,PSOE,14/06/2003,
Galicia,Ourense                                           ,MASIDE,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,MASIDE,PP,14/06/2003,
Galicia,"Coruña, A                                         ",MAZARICOS,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MAZARICOS,PP,14/06/2003,
Galicia,"Coruña, A                                         ",MAÑON,PP,03/07/1999,
Galicia,"Coruña, A                                         ",MAÑÓN,PP,14/06/2003,
Galicia,Pontevedra                                        ,MEAÑO,IND,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,MEAÑO,PP,14/06/2003,
Galicia,Lugo                                              ,MEIRA,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,MEIRA,PP,14/06/2003,
Galicia,Pontevedra                                        ,MEIS,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,MEIS,PP,14/06/2003,
Galicia,"Coruña, A                                         ",MELIDE,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MELIDE,PP,14/06/2003,19/05/2004
Galicia,"Coruña, A                                         ",MELIDE,PP,30/05/2004,
Galicia,Ourense                                           ,MELON,PP,23/07/1999,
Galicia,Ourense                                           ,MELÓN,PP,14/06/2003,23/05/2005
Galicia,Ourense                                           ,MELÓN,PP,28/05/2005,
Galicia,Ourense                                           ,MERCA (A),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,MERCA (A),PP,14/06/2003,
Galicia,"Coruña, A                                         ",MESIA,PP,03/07/1999,
Galicia,"Coruña, A                                         ",MESÍA,IND,14/06/2003,
Galicia,Ourense                                           ,MEZQUITA (A),PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,MEZQUITA (A),PP,14/06/2003,
Galicia,"Coruña, A                                         ",MIÑO,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MIÑO,IND,14/06/2003,
Galicia,Pontevedra                                        ,MOAÑA,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,MOAÑA,BNG,14/06/2003,
Galicia,"Coruña, A                                         ",MOECHE,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MOECHE,PP,14/06/2003,
Galicia,Pontevedra                                        ,MONDARIZ,PP,03/07/1999,28/11/2002
Galicia,Pontevedra                                        ,MONDARIZ,PP,04/12/2002,27/07/2003
Galicia,Pontevedra                                        ,MONDARIZ,PP,27/07/2003,
Galicia,Pontevedra                                        ,MONDARIZ-BALNEARIO,PP,03/07/1999,27/06/2003
Galicia,Pontevedra                                        ,MONDARIZ-BALNEARIO,PP,27/06/2003,
Galicia,Lugo                                              ,MONDOÑEDO,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,MONDOÑEDO,PP,14/06/2003,
Galicia,"Coruña, A                                         ",MONFERO,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MONFERO,PSOE,14/06/2003,
Galicia,Lugo                                              ,MONFORTE DE LEMOS,PP,18/12/1999,14/06/2003
Galicia,Lugo                                              ,MONFORTE DE LEMOS,BNG,14/06/2003,
Galicia,Ourense                                           ,MONTEDERRAMO,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,MONTEDERRAMO,PP,14/06/2003,20/10/2006
Galicia,Ourense                                           ,MONTEDERRAMO,PP,10/11/2006,
Galicia,Ourense                                           ,MONTERREI,PP,03/07/1999,14/06/2003
Galicia,Ourense                                           ,MONTERREI,PP,14/06/2003,
Galicia,Lugo                                              ,MONTERROSO,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,MONTERROSO,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,MORAÑA,PSOE,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,MORAÑA,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,MOS,PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,MOS,PSOE,14/06/2003,
Galicia,"Coruña, A                                         ",MUGARDOS,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MUGARDOS,BNG,14/06/2003,
Galicia,Ourense                                           ,MUIÑOS,PP,03/07/1999,
Galicia,Lugo                                              ,MURAS,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,MURAS,PP,14/06/2003,
Galicia,"Coruña, A                                         ",MUROS,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",MUROS,PSOE,14/06/2003,14/06/2004
Galicia,"Coruña, A                                         ",MUROS,PSOE,23/06/2004,
Galicia,"Coruña, A                                         ",MUXIA,PP,03/07/1999,
Galicia,"Coruña, A                                         ",MUXÍA,PP,14/06/2003,
Galicia,Ourense                                           ,MUÍÑOS,PP,14/06/2003,
Galicia,Ourense,Maceda,BNG,16/06/2007,11/06/2011
Galicia,Ourense,Maceda,BNG,11/06/2011,15/02/2012
Galicia,Ourense,Maceda,N.ADS.,15/02/2012,13/06/2015
Galicia,Ourense,Maceda,PP,13/06/2015,15/06/2019
Galicia,Ourense,Maceda,PP,15/06/2019,
Galicia,"Coruña, A",Malpica de Bergantiños,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Malpica de Bergantiños,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Malpica de Bergantiños,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Malpica de Bergantiños,PSOE,15/06/2019,03/09/2021
Galicia,"Coruña, A",Malpica de Bergantiños,PP,03/09/2021,
Galicia,Ourense,Manzaneda,BNG,16/07/2007,14/10/2009
Galicia,Ourense,Manzaneda,BNG,23/10/2009,11/06/2011
Galicia,Ourense,Manzaneda,BNG,11/06/2011,15/02/2012
Galicia,Ourense,Manzaneda,N.ADS.,15/02/2012,13/06/2015
Galicia,Ourense,Manzaneda,OTROS,13/06/2015,29/08/2016
Galicia,Ourense,Manzaneda,OTROS,12/09/2016,15/06/2019
Galicia,Ourense,Manzaneda,PSOE,15/06/2019,
Galicia,Pontevedra,Marín,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Marín,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Marín,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Marín,PP,15/06/2019,
Galicia,Ourense,Maside,PSOE,16/06/2007,11/06/2011
Galicia,Ourense,Maside,PSOE,11/06/2011,13/06/2015
Galicia,Ourense,Maside,PSOE,13/06/2015,03/12/2018
Galicia,Ourense,Maside,PSOE,03/12/2018,15/06/2019
Galicia,Ourense,Maside,PSOE,15/06/2019,
Galicia,"Coruña, A",Mazaricos,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Mazaricos,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Mazaricos,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Mazaricos,BNG,15/06/2019,
Galicia,"Coruña, A",Mañón,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Mañón,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Mañón,PP,13/06/2015,15/06/2019
Galicia,"Coruña, A",Mañón,PP,15/06/2019,07/02/2021
Galicia,"Coruña, A",Mañón,PP,18/02/2021,
Galicia,Pontevedra,Meaño,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Meaño,PP,11/06/2011,20/11/2012
Galicia,Pontevedra,Meaño,PP,29/11/2012,13/06/2015
Galicia,Pontevedra,Meaño,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Meaño,N.ADS.,15/06/2019,
Galicia,Lugo,Meira,PSOE,16/06/2007,26/06/2007
Galicia,Lugo,Meira,OTROS,26/06/2007,11/06/2011
Galicia,Lugo,Meira,PP,11/06/2011,13/06/2015
Galicia,Lugo,Meira,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Meira,PSOE,15/06/2019,
Galicia,Pontevedra,Meis,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Meis,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Meis,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Meis,PSOE,15/06/2019,
Galicia,"Coruña, A",Melide,BNG,16/06/2007,11/06/2011
Galicia,"Coruña, A",Melide,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Melide,PP,13/06/2015,05/10/2015
Galicia,"Coruña, A",Melide,PP,17/10/2015,15/06/2019
Galicia,"Coruña, A",Melide,OTROS,15/06/2019,
Galicia,Ourense,Melón,PP,16/06/2007,11/06/2011
Galicia,Ourense,Melón,PP,11/06/2011,13/06/2015
Galicia,Ourense,Melón,PP,13/06/2015,15/06/2019
Galicia,Ourense,Melón,PSOE,15/06/2019,
Galicia,Ourense,"Merca, A",PP,16/06/2007,11/06/2011
Galicia,Ourense,"Merca, A",PP,11/06/2011,13/06/2015
Galicia,Ourense,"Merca, A",PP,13/06/2015,15/06/2019
Galicia,Ourense,"Merca, A",PP,15/06/2019,
Galicia,"Coruña, A",Mesía,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Mesía,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Mesía,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Mesía,PSOE,15/06/2019,
Galicia,Ourense,"Mezquita, A",PSOE,16/06/2007,11/06/2011
Galicia,Ourense,"Mezquita, A",BNG,11/06/2011,13/06/2015
Galicia,Ourense,"Mezquita, A",BNG,13/06/2015,15/06/2019
Galicia,Ourense,"Mezquita, A",BNG,15/06/2019,
Galicia,"Coruña, A",Miño,PP,16/06/2007,11/06/2011
Galicia,"Coruña, A",Miño,PP,11/06/2011,11/01/2013
Galicia,"Coruña, A",Miño,PP,16/01/2013,13/06/2015
Galicia,"Coruña, A",Miño,OTROS,13/06/2015,19/06/2015
Galicia,"Coruña, A",Miño,N.ADS.,19/06/2015,15/06/2019
Galicia,"Coruña, A",Miño,PSOE,15/06/2019,
Galicia,Pontevedra,Moaña,BNG,16/06/2007,11/06/2011
Galicia,Pontevedra,Moaña,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Moaña,BNG,13/06/2015,15/06/2019
Galicia,Pontevedra,Moaña,BNG,15/06/2019,
Galicia,"Coruña, A",Moeche,PP,16/06/2007,24/04/2008
Galicia,"Coruña, A",Moeche,PP,07/05/2008,11/06/2011
Galicia,"Coruña, A",Moeche,PP,11/06/2011,19/02/2014
Galicia,"Coruña, A",Moeche,OTROS,27/02/2014,13/06/2015
Galicia,"Coruña, A",Moeche,BNG,13/06/2015,15/06/2019
Galicia,"Coruña, A",Moeche,BNG,15/06/2019,
Galicia,Pontevedra,Mondariz,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Mondariz,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Mondariz,OTROS,13/06/2015,15/06/2019
Galicia,Pontevedra,Mondariz,BNG,15/06/2019,
Galicia,Pontevedra,Mondariz-Balneario,PP,16/06/2007,11/06/2011
Galicia,Pontevedra,Mondariz-Balneario,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Mondariz-Balneario,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Mondariz-Balneario,PP,15/06/2019,
Galicia,Lugo,Mondoñedo,BNG,16/06/2007,11/06/2011
Galicia,Lugo,Mondoñedo,BNG,11/06/2011,13/06/2015
Galicia,Lugo,Mondoñedo,PP,13/06/2015,15/06/2019
Galicia,Lugo,Mondoñedo,PP,15/06/2019,02/03/2020
Galicia,Lugo,Mondoñedo,PP,02/03/2020,
Galicia,"Coruña, A",Monfero,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Monfero,IND,11/06/2011,13/06/2015
Galicia,"Coruña, A",Monfero,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Monfero,PSOE,15/06/2019,
Galicia,Lugo,Monforte de Lemos,BNG,16/06/2007,11/06/2011
Galicia,Lugo,Monforte de Lemos,BNG,11/06/2011,13/06/2015
Galicia,Lugo,Monforte de Lemos,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Monforte de Lemos,PSOE,15/06/2019,
Galicia,Ourense,Montederramo,PP,16/06/2007,11/06/2011
Galicia,Ourense,Montederramo,PP,11/06/2011,13/06/2015
Galicia,Ourense,Montederramo,PP,13/06/2015,15/06/2019
Galicia,Ourense,Montederramo,PP,15/06/2019,
Galicia,Ourense,Monterrei,PP,16/06/2007,11/06/2011
Galicia,Ourense,Monterrei,PP,11/06/2011,13/06/2015
Galicia,Ourense,Monterrei,PP,13/06/2015,15/06/2019
Galicia,Ourense,Monterrei,PP,15/06/2019,
Galicia,Lugo,Monterroso,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Monterroso,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Monterroso,OTROS,13/06/2015,24/11/2016
Galicia,Lugo,Monterroso,OTROS,19/12/2016,07/05/2019
Galicia,Lugo,Monterroso,IND,07/05/2019,13/07/2020
Galicia,Lugo,Monterroso,IND,29/07/2020,
Galicia,Pontevedra,Moraña,PSOE,16/06/2007,11/06/2011
Galicia,Pontevedra,Moraña,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Moraña,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Moraña,PP,15/06/2019,23/09/2020
Galicia,Pontevedra,Moraña,PP,01/10/2020,
Galicia,Pontevedra,Mos,PSOE,16/06/2007,12/12/2008
Galicia,Pontevedra,Mos,PP,12/12/2008,11/06/2011
Galicia,Pontevedra,Mos,PP,11/06/2011,13/06/2015
Galicia,Pontevedra,Mos,PP,13/06/2015,15/06/2019
Galicia,Pontevedra,Mos,PP,15/06/2019,
Galicia,"Coruña, A",Mugardos,BNG,16/06/2007,11/06/2011
Galicia,"Coruña, A",Mugardos,BNG,11/06/2011,13/06/2015
Galicia,"Coruña, A",Mugardos,PP,13/06/2015,12/08/2016
Galicia,"Coruña, A",Mugardos,IU,12/08/2016,15/06/2019
Galicia,"Coruña, A",Mugardos,IU,15/06/2019,10/12/2019
Galicia,"Coruña, A",Mugardos,PP,10/12/2019,
Galicia,Lugo,Muras,PP,16/06/2007,11/06/2011
Galicia,Lugo,Muras,PP,11/06/2011,13/06/2015
Galicia,Lugo,Muras,BNG,13/06/2015,15/06/2019
Galicia,Lugo,Muras,BNG,15/06/2019,
Galicia,"Coruña, A",Muros,BNG,16/06/2007,11/06/2011
Galicia,"Coruña, A",Muros,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Muros,OTROS,13/06/2015,15/06/2019
Galicia,"Coruña, A",Muros,PP,15/06/2019,
Galicia,"Coruña, A",Muxía,PSOE,16/06/2007,11/06/2011
Galicia,"Coruña, A",Muxía,PSOE,11/06/2011,13/06/2015
Galicia,"Coruña, A",Muxía,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Muxía,PSOE,15/06/2019,
Galicia,Ourense,Muíños,PP,16/06/2007,11/06/2011
Galicia,Ourense,Muíños,PP,11/06/2011,13/06/2015
Galicia,Ourense,Muíños,PP,13/06/2015,15/06/2019
Galicia,Ourense,Muíños,PP,15/06/2019,
Galicia,"Coruña, A                                         ",NARON,IND,03/07/1999,
Galicia,"Coruña, A                                         ",NARÓN,IND,14/06/2003,
Galicia,Lugo                                              ,NAVIA DE SUARNA,PP,03/07/1999,14/06/2003
Galicia,Lugo                                              ,NAVIA DE SUARNA,PP,14/06/2003,
Galicia,"Coruña, A                                         ",NEDA,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",NEDA,PSOE,14/06/2003,
Galicia,"Coruña, A                                         ",NEGREIRA,PP,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",NEGREIRA,PP,14/06/2003,
Galicia,Lugo                                              ,NEGUEIRA DE MUÑIZ,PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,NEGUEIRA DE MUÑIZ,PSOE,14/06/2003,
Galicia,Pontevedra                                        ,NEVES (AS),PP,03/07/1999,14/06/2003
Galicia,Pontevedra                                        ,NEVES (AS),PP,14/06/2003,
Galicia,Pontevedra                                        ,NIGRAN,PSOE,03/07/1999,
Galicia,Pontevedra                                        ,NIGRÁN,PP,14/06/2003,
Galicia,Lugo                                              ,NOGAIS (AS),PSOE,03/07/1999,14/06/2003
Galicia,Lugo                                              ,NOGAIS (AS),PSOE,14/06/2003,
Galicia,Ourense                                           ,NOGUEIRA DE RAMUIN,PP,03/07/1999,
Galicia,Ourense                                           ,NOGUEIRA DE RAMUÍN,PP,14/06/2003,
Galicia,"Coruña, A                                         ",NOIA,PSOE,03/07/1999,14/06/2003
Galicia,"Coruña, A                                         ",NOIA,PP,14/06/2003,
Galicia,"Coruña, A",Narón,OTROS,16/06/2007,20/01/2009
Galicia,"Coruña, A",Narón,OTROS,20/01/2009,11/06/2011
Galicia,"Coruña, A",Narón,OTROS,11/06/2011,13/06/2015
Galicia,"Coruña, A",Narón,OTROS,13/06/2015,23/09/2017
Galicia,"Coruña, A",Narón,OTROS,23/09/2017,15/06/2019
Galicia,"Coruña, A",Narón,OTROS,15/06/2019,
Galicia,Lugo,Navia de Suarna,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Navia de Suarna,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Navia de Suarna,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Navia de Suarna,PSOE,15/06/2019,
Galicia,"Coruña, A",Neda,OTROS,16/06/2007,11/06/2011
Galicia,"Coruña, A",Neda,PP,11/06/2011,13/06/2015
Galicia,"Coruña, A",Neda,PSOE,13/06/2015,15/06/2019
Galicia,"Coruña, A",Neda,PSOE,15/06/2019,
Galicia,"Coruña, A",Negreira,PSOE,16/06/2007,08/09/2009
Galicia,"Coruña, A",Negreira,PSOE,17/09/2009,11/06/2011
Galicia,"Coruña, A",Negreira,OTROS,11/06/2011,12/06/2013
Galicia,"Coruña, A",Negreira,PP,15/06/2013,13/06/2015
Galicia,"Coruña, A",Negreira,PSOE,13/06/2015,21/04/2017
Galicia,"Coruña, A",Negreira,PSOE,02/05/2017,16/11/2017
Galicia,"Coruña, A",Negreira,PSOE,16/11/2017,15/06/2019
Galicia,"Coruña, A",Negreira,PSOE,15/06/2019,
Galicia,Lugo,Negueira de Muñiz,PSOE,16/06/2007,11/06/2011
Galicia,Lugo,Negueira de Muñiz,PSOE,11/06/2011,13/06/2015
Galicia,Lugo,Negueira de Muñiz,PSOE,13/06/2015,15/06/2019
Galicia,Lugo,Negueira de Muñiz,PSOE,15/06/2019,
Galicia,Pontevedra,"Neves, As",PP,16/06/2007,11/06/2011
Galicia,Pontevedra,"Neves, As",PP,11/06/2011,13/06/2015
Galicia,Pontevedra,"Neves, As",BNG,13/06/2015,15/06/2019
Galicia,Pontevedra,"Neves, As",BNG,15/06/2019,
Galicia,Pontevedra,Nigrán,PSOE,16/06/2007,11/06/2011
